番号,Ap. 語形,Ap. アクセント,意味,脚韻開始一致率,内訳,全体,逸脱,Ved. のアクセント,,
2191,vajjia-,vájjia-,演奏された,100.000%,2,2,0,vādita-,,
2192,vajjoara-,vajjóara- / vajjoára-,ヴァジュローダラ,40.000%,2,5,,vajrodara-,,
2193,vajjha-,vájjha- / vajjhá-,殺されるべき,50.000%,1,2,,vádhya-,,
2194,vañca-,vañcá-,望む,60.000%,3,5,0,vāñcha-,,
2195,vañcia-,váñcia-,望まれた,100.000%,4,4,0,vāñchita-,,
2196,vaṭṭa-,váṭṭa-,いる、住む,100.000%,2,2,0,várta-,,
2197,vaṭṭa-,váṭṭa- / vaṭṭá-,道,50.000%,1,2,,vártman-,,
2198,vaḍḍattaṇa-,vaḍḍáttaṇa-,偉大性,100.000%,2,2,0,,,
2199,vaḍḍa-,váḍḍa-,大きな,100.000%,2,2,0,vaḍra-,,
2200,vaḍḍāra-,vaḍḍā́ra-,非常に大きい,100.000%,2,2,0,,,
2201,vaḍḍhia-,váḍḍhia- / vaḍḍhía-,増大した,50.000%,3,6,,vṛddhá-,,
2202,vaṇaara-,vaṇaára-,森の生き物,100.000%,2,2,0,vanacara-,,
2203,vaṇantara-,vaṇantára-,森の内側,60.000%,3,5,0,vanāntara-,,
2204,vaṇamāla-,vaṇamā́la-,ヴァナマーラー,80.000%,4,5,1,vanamālā-,,
2205,vaṇavāsa-,vaṇavāsá-,森の居所,60.000%,3,5,0,vanavāsa-,,
2206,vaṇassai-,vaṇássai-,森の木,75.000%,3,4,1,vánaspáti-,,
2207,vaṇa-,váṇa-,森,100.000%,31,31,0,vána-,,
2208,vaṇa-,váṇa-,傷,100.000%,2,2,0,vraṇa-,,
2209,vaṇivara-,vaṇivára-,最上の商人,100.000%,2,2,0,,,
2210,vaṇṇa-,váṇṇa-,色,60.000%,6,10,4,várṇa-,,
2211,vaṇṇijja-,vaṇṇíjja-,説明される,66.667%,2,3,1,,,
2212,vaṇṇujjala-,vaṇṇujjála-,輝く色を持つ,75.000%,3,4,1,,,
2213,vatta-,vátta-,知らせ,100.000%,6,6,0,vārttā-,,
2214,vatta-,vátta-,到達した、満たされた,100.000%,3,3,0,vyāpta-,,
2215,vattha-,váttha-,衣服,100.000%,4,4,0,vastra-,,
2216,vaddhamāṇa-,vaddhámāṇa-,増大しつつある,100.000%,2,2,0,várdhamāna-,,
2217,vaddha-,vaddha-,縛られた,57.143%,4,7,3,baddhá-,,
2218,vaddhāmarisa-,vaddhāmárisa-,怒りを抑えた,100.000%,3,3,0,,,
2219,vaddhāvaṇa-,vaddhāváṇa-,増大させること,85.714%,6,7,0,vardhāpana-,,
2220,vanta-,vánta-,〜を持った,76.471%,13,17,4,,,
2221,vandaṇa-,vándaṇa-,賞賛すること,66.667%,4,6,2,vándana-,,
2222,vanda-,vandá-,讃える,66.667%,2,3,0,vánda-,,
2223,vanda-,vánda-,集団,83.333%,5,6,1,vṛndá-,,
2224,vandia-,vándia-,讃えられた,100.000%,5,5,0,vanditá-,,
2225,vandigga-,vandígga-,占領,100.000%,2,2,0,,,
2226,vandivi,vandívi,讃えてから,66.667%,2,3,0,,,
2227,vandhaṇa-,vandháṇa-,縛ること,80.000%,4,5,0,bándhana-,,
2228,vandhava-,vándhava- / vandháva-,親族,50.000%,1,2,,bāndhava-,,
2229,vandha-,vándha-,縛る,100.000%,2,2,0,,,
2230,vandha-,vándha-,縛ること,70.000%,7,10,3,bandhá-,,
2231,vandhāvivi,vandhā́vivi,繋がせて,100.000%,2,2,0,,,
2232,vandhujaṇa-,vandhujáṇa-,親戚,100.000%,9,9,0,bandhujana-,,
2233,vappa-,váppa-,父親,100.000%,5,5,0,vaptṛ-,,
2234,vamāla-,vamā́la-,響、音,93.750%,15,16,1,,,
2235,vamālia-,vamā́lia-,響かされた,100.000%,7,7,0,,,
2236,vambhaṇa-,vambháṇa-,バラモン,100.000%,4,4,0,brāhmaṇá-,,
2237,varaṅgaṇa-,varaṅgáṇa-,美女,100.000%,7,7,0,varāṅganā-,,
2238,varaṇa-,váraṇa-,縛ること,100.000%,2,2,0,,,
2239,vara-,vára-,最上の,100.000%,18,18,0,vára-,,
2240,vara-,vára-,望む、選ぶ,100.000%,2,2,0,,,
2241,vara-,vára-,後の,100.000%,2,2,0,pára-,,
2242,varāa-,varā́a-,惨めな,100.000%,2,2,0,varāka-,,
2243,varia-,vária-,選ばれた,66.667%,2,3,1,vṛtá-,,
2244,variṭṭha-,varíṭṭha-,最も優れた,100.000%,7,7,0,váriṣṭha-,,
2245,varisa-,várisa-,雨,100.000%,5,5,0,varṣá-,,
2246,varisia-,várisia-,雨が降った,100.000%,2,2,0,varṣita-,,
2247,vari,vári,さて,100.000%,2,2,0,,,
2248,varuṇa-,váruṇa-,ヴァルナ,85.714%,6,7,1,váruṇa-,,
2249,varaitta-,varaítta-,夫,66.667%,2,3,1,varayitṛ-,,
2250,valaeva-,valadéva-,バラデーヴァ,100.000%,8,8,0,baladeva-,,
2251,valagga-,valágga-,登る,100.000%,3,3,0,,,
2252,valagga-,valágga-,登った,72.727%,8,11,1,,,
2253,valanta-,válanta- / valánta- ,向きを変えつつある,50.000%,1,2,,valant-,,
2254,valavanta-,valavánta-,力のある,80.000%,4,5,1,bálavant-,,
2255,valahadda-,valahádda-,バラバッドラ,80.000%,8,10,2,balabhadra-,,
2256,vala-,vála-,力、軍勢,94.643%,53,56,3,bala-,,
2257,vala-,vála-,バラ,100.000%,15,15,0,bala-,,
2258,vala-,vála-,向きを変える,100.000%,3,3,0,vala-,,
2259,valia-,vália-,燃えた,100.000%,2,2,0,jvalita-,,
2260,valia-,vália-,より強い,100.000%,2,2,0,bálīyas-,,
2261,valia-,vália-,力のある,80.000%,4,5,1,,,
2262,valia-,vália-,向きを変えた,100.000%,8,8,0,valita-,,
2263,vallaha-,valláha-,夫,80.000%,4,5,0,vallabha-,,
2264,vasantamālā-,vasantamā́lā-,ヴァサンタマーラー,100.000%,2,2,0,,,
2265,vasa-,vása-,住む,100.000%,4,4,0,vása-,,
2266,vasa-,vása-,意思、力,100.000%,4,4,0,vása-,,
2267,vasikarevi,vasikárevi / vasikarévi,服従してから,50.000%,1,2,,,,
2268,vasikia-,vasikía-,従属させられた,100.000%,5,5,0,vaśīkṛta-,,
2269,vasuṇanda-,vasuṇandá-,ヴァスナンダ,100.000%,2,2,0,,,
2270,vasundhara-,vasundhára-,ヴァスンダラ,100.000%,13,13,0,vasundhara-,,
2271,vahanta-,váhanta- / vahánta-,殺しつつある,50.000%,1,2,,vadhant-,,
2272,vahanta-,vahánta-,運びつつある,77.778%,7,9,0,váhant-,,
2273,vahala-,vahála-,繋げられた,60.000%,3,5,1,vahalá-,,
2274,vaha-,váha-,担う,100.000%,3,3,0,váha-,,
2275,vaha-,váha-,殺すこと、死,100.000%,4,4,0,vadhá-,,
2276,vaha-,váha-,道,100.000%,4,4,0,patha-,,
2277,vahia-,váhia-,殺された,100.000%,2,2,0,,,
2278,vahiṇī-,vahíṇī-,姉妹,100.000%,2,2,0,bhaginī-,,
2279,vahula-,vahúla- / vahulá-,豊富な,50.000%,1,2,,bahulá-,,
2280,vahu-,váhu-,若い女性,100.000%,4,4,0,vadhu,,
2281,vaṃsa-,váṃsa-,竹節、系譜,72.727%,8,11,3,vaṃśá-,,
2282,vāaṇa-,vā́aṇa- / vāáṇa-,奏者,50.000%,1,2,,vādana-,,
2283,vāava-,vā́ava-,ヴァーヤヴァ（矢の一種）,100.000%,4,4,0,vāyava-,,
2284,vāa-,vā́a-,声、言葉,100.000%,17,17,0,vāda- / vā́c-,,
2285,vāa-,vā́a-,風,100.000%,4,4,0,vā́ta-,,
2286,vāia-,vā́ia-,演奏された,66.667%,2,3,1,vādita-,,
2287,vāīsara-,vāī́sara- / vāīsára-,ヴァーギーシュヴァラ,50.000%,1,2,,vāgīśvara-,,
2288,vāṇara-,vāṇára-,猿,71.429%,5,7,1,vānara-,,
2289,vāṇa-,vā́ṇa-,矢,100.000%,19,19,0,bāṇá- / bā́ṇa-,,
2290,vāṇia-,vā́ṇia- / vāṇía-,飲まれるべき、水,50.000%,1,2,,pānīya-,,
2291,vāṇī-,vā́ṇī-,声,100.000%,7,7,0,vā́ṇī-,,
2292,vāmaṇa-,vāmáṇa-,ちっぽけな,100.000%,3,3,0,vāmaná-,,
2293,vāraṇa-,vāráṇa-,象,56.250%,9,16,0,vāraṇá-,,
2294,vāravāra,vāravā́ra,繰り返し,100.000%,4,4,0,,,
2295,vāraha-,vā́raha- / vārahá-,十二,50.000%,1,2,,dvādaśá-,,
2296,vāra-,vā́ra-,日、度,100.000%,8,8,0,vāra-,,
2297,vāra-,vā́ra-,門,100.000%,8,8,0,dvā́ra-,,
2298,vāruṇattha-,vāruṇáttha-,ヴァルナの矢,100.000%,3,3,0,,,
2299,vāruṇa-,vā́ruṇa-,ヴァルナに関する,100.000%,3,3,0,vāruṇá-,,
2300,vālakkīlā-,vālakkī́lā-,子供の遊び,100.000%,2,2,0,bālakrīḍā-,,
2301,vāla-,vā́la-,子供,100.000%,2,2,0,bāla-,,
2302,vāla-,vā́la-,少女,100.000%,5,5,0,bālā-,,
2303,vālia-,vā́lia-,回された,100.000%,2,2,0,,,
2304,vāvaranta-,vāvaránta-,使いつつある,100.000%,2,2,0,,,
2305,vāvara-,vāvára-,使う,100.000%,3,3,0,,,
2306,vāsaṇa-,vā́saṇa-,衣服,100.000%,2,2,0,vāsana-,,
2307,vāsara-,vāsára-,日,66.667%,2,3,0,vāsará-,,
2308,vāsava-,vāsáva-,ヴァスの息子,66.667%,2,3,0,vāsavá-,,
2309,vāsa-,vā́sa-,すみか,87.500%,7,8,1,vāsá-,,
2310,vāsia-,vāsía-,香った、住んだ,66.667%,2,3,0,vāsita-,,
2311,vāhaṇa-,vā́haṇa-,乗り物、車,88.235%,15,17,2,vā́hana-,,
2312,vāha-,vā́ha-,腕,100.000%,20,20,0,bāhú-,,
2313,vāha-,vā́ha-,動かす,100.000%,3,3,0,vāhaya-,,
2314,vāha-,vā́ha-,担う者,100.000%,2,2,0,vāha-,,
2315,vāhia-,vā́hia- / vāhía-,進まされた,50.000%,1,2,,vāhita-,,
2316,vāhiṇī-,vā́hiṇī- / vāhíṇī-,軍勢,50.000%,1,2,,vāhínī-,,
2317,vāhira-,vāhíra- / vāhirá-,外の,50.000%,1,2,0,bahís-,,
2318,vāhuttāsia-,vāhuttā́sia- / vāhuttāsía-,追い払われた,50.000%,1,2,,,,
2319,vāhuvali-,vāhuváli-,バーフバリ,100.000%,4,4,0,bāhubalín-,,
2320,vāhuvalīsara-,vāhuvalīsára-,バーフバリ王,66.667%,4,6,2,,,
2321,viakkhaṇa-,viákkhaṇa-,非常に賢い,75.000%,6,8,2,vicakṣaṇá-,,
2322,viaḍḍha-,viáḍḍha-,賢い,100.000%,3,3,0,vídagdha-,,
2323,viambhia-,viámbhia-,あくびをした,100.000%,5,5,0,vijṛmbhita-,,
2324,viāraṇa-,viāráṇa-,引き裂くこと,83.333%,5,6,1,vidāraṇa-,,
2325,viāra-,viā́ra-,疑い、誘惑,90.000%,9,10,1,vicāra-,,
2326,viāra-,viā́ra-,引き裂くこと,100.000%,7,7,0,vidāra-,,
2327,viāria-,viā́ria-,引き裂かれた,100.000%,4,4,0,vidārita-,,
2328,viāvaḍa-,viāváḍa-,忙しい,100.000%,3,3,0,vyāpṛta-,,
2329,viula-,viúla-,大きな,83.333%,5,6,1,vipula-,,
2330,vioa-,vióa-,離別,100.000%,9,9,0,viyoga-,,
2331,vioia-,vióia-,連結を外された,100.000%,2,2,0,viyojiita-,,
2332,vikarāla-,vikarā́la-,非常に恐ろしい,100.000%,2,2,0,,,
2333,vikkhāa-,vikkhā́a-,有名な,100.000%,10,10,0,vikhyāta-,,
2334,vikkhiṇṇa-,vikkhíṇṇa- / vikkhiṇṇá-,長い、下降した,50.000%,1,2,,,,
2335,vikkhira-,vikkhirá-,撒き散らす,100.000%,2,2,0,,,
2336,viggaha-,viggáha-,戦い,60.000%,6,10,0,viggaha-,,
2337,viggha-,víggha-,障害,100.000%,3,3,0,vighna-,,
2338,vicitta-,vícitta- / vicítta-,多彩な,50.000%,5,10,,vicitra-,,
2339,vicchaḍḍa-,vicchaḍḍá-,繁栄,100.000%,2,2,0,,,
2340,vicchāa-,vicchā́a-,影のない,75.000%,3,4,1,,,
2341,vicchāia-,vicchā́ia-,影のない,100.000%,2,2,0,,,
2342,vicchoia-,vicchóia-,残された,100.000%,4,4,0,,,
2343,vijaasīha-,vijaasī́ha-,ヴィジャヤシンハ,100.000%,3,3,0,vijayasiṃha-,,
2344,vijjāvanta-,vijjāvánta-,知識人,50.000%,1,2,1,vidyāvant-,,
2345,vijjāhara-,vijjāhára-,ヴィディヤーダラ,84.375%,27,32,3,vidyādhara-,,
2346,vijjā-,víjjā-,知識,66.667%,2,3,1,vidyā́-,,
2347,vijjijjamāṇa-,vijjijjámāṇa-,煽がれつつある,100.000%,2,2,0,vīdhyamāna-,,
2348,vijjujīha-,vijjujī́ha-,ヴィデュッジフヴァ（羅刹の名）,100.000%,2,2,0,vidyujjihva-,,
2349,vijjulavāhaṇa-,vijjulavāháṇa-,輝く乗り物,100.000%,3,3,0,,,
2350,vijjula-,vijjúla- / vijjulá-,稲妻,50.000%,1,2,,,,
2351,vijjha-,víjjha-,傷つける,100.000%,2,2,0,vídhya-,,
2352,viñjhāhivai-,viñjhāhivái-,ヴィンディヤの王,100.000%,2,2,0,,,
2353,viñjhairi-,viñjháiri-,ヴィンディヤ山脈,66.667%,2,3,1,vindhyagiri,,
2354,viṭṭala-,viṭṭála-,害された,100.000%,3,3,0,,,
2355,viḍhatta-,viḍhátta- / viḍhattá-,得られた,50.000%,1,2,,,,
2356,viṇāsaara-,viṇāsaára-,滅びをもたらす,100.000%,2,2,0,,,
2357,viṇāsaṇa-,viṇā́saṇa-,滅び,60.000%,3,5,2,vināśana-,,
2358,viṇāsa-,viṇā́sa-,滅び,100.000%,17,17,0,vināśa-,,
2359,viṇāsia-,viṇā́sia- / viṇāsía-,滅ぼされた,50.000%,4,8,,vināśita-,,
2360,viṇiggaa-,viṇiggáa-,居住している,75.000%,6,8,1,vinirgata-,,
2361,viṇibhiṇṇa-,viṇibhíṇṇa-,裂かれた,100.000%,3,3,0,,,
2362,viṇivāia-,viṇivā́ia-,殺された,100.000%,9,9,0,vinipātita-,,
2363,viṇivāraṇa-,viṇivā́raṇa-,抑制,100.000%,4,4,0,vinivāraṇa-,,
2364,viṇivāra-,viṇivā́ra-,抑制,100.000%,4,4,0,,,
2365,viṇīa-,viṇī́a-,連れられた、馴らされた,66.667%,2,3,1,vinīta-,,
2366,viṇoa-,viṇóa-,気晴らし,100.000%,2,2,0,vinoda-,,
2367,viṇṇava-,viṇṇavá-,教える、頼む,66.667%,2,3,0,vijñāpaya-,,
2368,viṇṇāsa-,viṇṇā́sa-,見せること,100.000%,3,3,0,vinyāsa-,,
2369,viṇṇāsa-,viṇṇā́sa-,置く,100.000%,2,2,0,,,
2370,vitta-,vítta- / vittá-,財産,50.000%,1,2,,vittá-,,
2371,vitthaa-,vittháa-,広げられた,100.000%,2,2,0,vistṛta-,,
2372,vitthara-,vitthára-,散らばり、広がり,57.143%,8,14,5,vistara-,,
2373,vittharia-,vitthária-,散らされた,83.333%,5,6,1,,,
2374,vitthāra-,vitthā́ra-,範囲,100.000%,3,3,0,vistāra-,,
2375,vitthiṇṇa-,vitthíṇṇa-,拡張された,75.000%,3,4,1,vistīrṇa-,,
2376,viddāṇa-,viddā́ṇa-,青白い,100.000%,8,8,0,vidrāṇa-,,
2377,viddhaṃsaṇa-,viddhaṃsáṇa-,破壊,100.000%,3,3,0,vidhvaṃsana-,,
2378,viddhaṃsia-,viddhaṃsía-,破壊された,100.000%,6,6,0,,,
2379,viddha-,vídhha- / viddhá-,年長の、成長した,50.000%,1,2,,vṛddhá-,,
2380,viddha-,viddhá- / viddhá-,貫かれた,50.000%,2,4,,viddhá-,,
2381,viddhi-,víddhi-,増大,100.000%,3,3,0,vṛ́ddhi-,,
2382,vinda-,vínda-,集団,78.947%,15,19,4,vṛndá-,,
2383,vipphuranta-,vipphuránta-,開く、現れる,60.000%,6,10,2,visphurant-,,
2384,vipphuria-,vipphuría-,揺れ動かされた,80.000%,4,5,0,visphurita-,,
2385,vipphuriāṇaṇa-,vipphuriāṇáṇa-,口を膨らませた,100.000%,3,3,0,,,
2386,vipphuriāhara-,vipphuriāhára-,震える唇を持つ,66.667%,2,3,0,visphuritādhara-,,
2387,vibbhama-,vibbhamá-,彷徨うこと,100.000%,2,2,0,vibhrama-,,
2388,vibbhāḍaṇa-,vibbhā́ḍaṇa-,壊すこと,100.000%,2,2,0,,,
2389,vimaddaṇa-,vimaddáṇa-,滅亡,100.000%,4,4,0,vimardana-,,
2390,vimadda-,vimádda- / vimaddá-,戦い,50.000%,1,2,,vimarda-,,
2391,vimala-,vimála-,純粋な、輝いた,100.000%,5,5,0,vimala-,,
2392,vimāṇa-,vimā́ṇa-,ヴィマーナ,100.000%,20,20,0,vimāna-,,
2393,vimīsa-,vimī́sa- / vimīsá-,混ぜられた,50.000%,1,2,,,,
2394,vimukka-,vimúkka-,解脱した,100.000%,8,8,0,vimukta-,,
2395,vimbhala-,vimbhála-,動揺した,100.000%,2,2,0,vihvala-,,
2396,vimva-,vimvá-,月輪、日輪,100.000%,2,2,0,bimba-,,
2397,viratta-,virátta-,無関心な,100.000%,3,3,0,virakta-,,
2398,virala-,virála-,少ない,100.000%,2,2,0,virala-,,
2399,virāhia-,virā́hia-,欠けている,72.727%,8,11,3,,,
2400,virujjha-,virujjhá-,抑制した,66.667%,2,3,0,,,
2401,viruddha-,virúddha-,敵,88.235%,15,17,2,viruddha-,,
2402,viroha-,viróha-,不和,100.000%,5,5,0,virodha-,,
2403,vilaā-,vílaā-,貴婦人,100.000%,3,3,0,,,
2404,vilāsa-,vilā́sa-,楽しみ、気晴らし,100.000%,4,4,0,vilāsa-,,
2405,vilāsiṇī-,vilā́siṇī- / vilāsíṇī-,美女,40.000%,2,5,,vilāsinī-,,
2406,vilitta-,vilítta- / vilittá-,塗られた,50.000%,1,2,,vilipta-,,
2407,vilevaṇa-,vileváṇa-,香りを嗅ぐこと,100.000%,5,5,0,vilepana-,,
2408,vivajjia-,vivájjia-,捨てられた,84.615%,11,13,2,vivarjita-,,
2409,vivara-,vivára-,穴,100.000%,2,2,0,vivará-,,
2410,vivarera-,vivaréra-,逆行した,100.000%,7,7,0,viparīta-,,
2411,vivāha-,vivā́ha-,結婚,100.000%,3,3,0,vivāhá-,,
2412,visajjaṇa-,visajjáṇa-,派遣,75.000%,3,4,0,visarjana-,,
2413,visajjia-,visájjia-,捨てられた,85.714%,12,14,2,visarjita-,,
2414,visaṭṭa-,visáṭṭa-,放出された、出発した,85.714%,6,7,1,vistṛta-,,
2415,visaṭṭa-,visáṭṭa-,壊された,66.667%,4,6,2,,,
2416,visaṭṭa-,visaṭṭá-,逆だった,100.000%,2,2,0,,,
2417,visaṇṇa-,visaṇṇá-,心痛に暮れた,50.000%,3,6,0,viṣaṇṇa-,,
2418,visalla-,vísalla- / visálla-,ヴィシャルヤー（ラクシュマナの妻）,50.000%,1,2,,víśalyā-,,
2419,visahara-,visahára-,毒蛇,60.000%,3,5,0,viṣadhara-,,
2420,visaharinda-,visahárinda- / visaharindá-,蛇の王,50.000%,1,2,,,,
2421,visāa-,visā́a-,心痛,100.000%,3,3,0,viṣāda-,,
2422,visāṇa-,visā́ṇa-,角,100.000%,6,6,0,viṣāṇa-,,
2423,visālatea-,visālatéa-,ヴィシャーラテージャス,100.000%,2,2,0,,,
2424,visāla-,visā́la-,大きな,97.222%,35,36,0,viśālá-,,
2425,visālia-,visā́lia-,放棄された,100.000%,2,2,0,,,
2426,visiṭṭha-,visíṭṭha-,卓越した,100.000%,2,2,0,viśiṣṭa-,,
2427,visuddha-,visuddhá-,完全に清い,66.667%,2,3,0,viśuddha-,,
2428,visūra-,visū́ra-,苦しめる,100.000%,2,2,0,,,
2429,visesa-,visésa-,異なった,60.000%,3,5,0,viśeṣa-,,
2430,vihaṅgama-,viháṅgama-,鳥,75.000%,6,8,2,vihaṃgama-,,
2431,vihaṅga-,vihaṅgá-,鳥,60.000%,3,5,0,vihaṃga-,,
2432,vihaḍanta-,vihaḍánta-,異なっている,100.000%,2,2,0,vighaṭant-,,
2433,vihaḍapphaḍa-,vihaḍappháḍa-,取り乱した,100.000%,4,4,0,,,
2434,vihattia-,viháttia-,変化した,66.667%,2,3,1,,,
2435,vihatti-,vihátti-,分けること、接尾辞,80.000%,4,5,1,víbhakti-,,
2436,vihattha-,viháttha-,手を占められた,100.000%,12,12,0,vihasta-,,
2437,viharanta-,viharantá-,住みつつある,85.714%,6,7,0,viharant-,,
2438,vihalaṅghala-,vihalaṅghála-,疲弊した身体を持つ,75.000%,3,4,1,vihalāṅghala-,,
2439,vihaseppiṇu,vihaséppiṇu,笑ってから,100.000%,2,2,0,,,
2440,viha-,víha-,部分、種類,100.000%,2,2,0,vidhā́-,,
2441,vihāṇa-,vihā́ṇa-,規則,80.000%,4,5,0,vidhā́na-,,
2442,vihia-,víhia- / vihía-,用意された,50.000%,1,2,,víhita-,,
2443,vihi-,víhi-,運命、決まり,100.000%,5,5,0,vidhi-,,
2444,vihīṇa-,vihī́ṇa-,取り残された,100.000%,2,2,0,vihīna-,,
2445,vihīsaṇa-,vihīsáṇa-,ヴィビーシャナ,65.957%,31,47,1,vibhī́ṣaṇa-,,
2446,vihūṇa-,vihū́ṇa- / vihūṇá-,取り残された,50.000%,2,4,,,,
2447,vihūsia-,vihūsía-,着飾られた,83.333%,15,18,0,vibhūṣita-,,
2448,vihea-,vihéa-,用いられるべき,100.000%,2,2,0,vidheya-,,
2449,vihoa-,vihóa-,権力,100.000%,4,4,0,vibhava-,,
2450,vīarāa-,vīarā́a-,情熱のない,100.000%,2,2,0,vītarāga-,,
2451,vīa-,vī́a-,第二の,90.909%,10,11,1,dvitī́ya-,,
2452,vīḍha-,vī́ḍha-,背中,100.000%,5,5,0,pīṭha-,,
2453,vīra-,vī́ra-,勇士,100.000%,19,19,0,vīrá-,,
2454,vīra-,vī́ra-,勇気ある,100.000%,5,5,0,vīryà-,,
2455,vīsattha-,vīsáttha-,安心した、恐れない,100.000%,7,7,0,,,
2456,vīsara-,vīsára-,忘れる,66.667%,2,3,1,vismara-,,
2457,vīsaria-,vīsária-,忘れた,71.429%,5,7,0,vismṛta-,,
2458,vucca-,vúcca-,話す,83.333%,5,6,1,,,
2459,vujjha-,vújjha-,知る,100.000%,5,5,0,,,
2460,vujjhia-,vújjhia-,知られた,100.000%,5,5,0,,,
2461,vuṇṇa-,vúṇṇa-,泣いた,100.000%,2,2,0,,,
2462,vutta-,vútta-,言われた,91.304%,21,23,2,uktá-,,
2463,vuddhivanta-,vuddhivánta-,繁栄を得ている,100.000%,3,3,0,,,
2464,vuddhi-,vuddhí-,増大、知恵,71.429%,5,7,0,vṛ́ddhi-,,
2465,vūḍha-,vū́ḍha-,流れた,100.000%,2,2,0,vyū̀ḍha-,,
2466,vūha-,vū́ha-,軍隊,100.000%,2,2,0,vyūhá-,,
2467,veaḍia-,veáḍia-,埋め込まれた,100.000%,3,3,0,,,
2468,veaṇa-,véaṇa-,痛み,75.000%,6,8,2,vedanā-,,
2469,vea-,véa-,速度,100.000%,8,8,0,véga-,,
2470,vea-,véa-,ヴェーダ,100.000%,2,2,0,veda-,,
2471,veāria-,veā́ria-,騙された,100.000%,2,2,0,,,
2472,veāla-,veā́la-,屍鬼,100.000%,2,2,0,vetāla-,,
2473,velandhara-,velándhara- / velandhára- / velandhará-,ヴェーランダラ（街の名前）,33.333%,1,3,,,,
2474,vela-,véla-,時期、時間,66.667%,2,3,1,velā-,,
2475,vevanta-,vevánta- / vevantá-,怒りつつある,50.000%,1,2,,vepant-,,
2476,vesa-,vésa-,みなり,87.500%,7,8,1,véṣa-,,
2477,vesā-,vésā-,遊女,75.000%,3,4,1,veśyā-,,
2478,vehāviddhaa-,vehāvíddhaa-,怒り,62.500%,5,8,3,,,
2479,vaiṭṭha-,váiṭṭha-,定住した,66.667%,2,3,1,,,
2480,vaidehī-,vaidéhī- / vaidehī́-,ヴァイデーヒー（シーター）,50.000%,1,2,,vaidehī́-,,
2481,vairi-,váiri-,敵,100.000%,4,4,0,vairin-,,
2482,vaisarivi,váisarivi / vaisárivi,座ってから,50.000%,2,4,,,,
2483,vaisavaṇa-,vaisávaṇa-,クベーラ,66.667%,2,3,1,vaiśravaṇá-,,
2484,vaisāṇara-,vaisāṇára-,アグニ,83.333%,5,6,0,vaiśvānará-,,
2485,vaisāria-,vaisā́ria-,近くに座らされた,66.667%,4,6,0,,,
2486,volīṇa-,volī́ṇa- / volīṇá-,行き過ぎた,50.000%,1,2,,,,
2487,volla-,vollá-,知らせ,100.000%,2,2,0,,,
2488,volla-,vollá-,話す,100.000%,2,2,0,,,
2489,vollia-,vóllia- / vollía-,離れた,50.000%,1,2,,,,
2490,vohia-,vóhia-,目覚めさせられた,100.000%,3,3,0,bodhita-,,
2491,saaḍa-,saáḍa-,車,100.000%,2,2,0,śakaṭa-,,
2492,saaṇa-,sáaṇa-,家族,72.727%,8,11,3,svajana-,,
2493,saaṇa-,sáaṇa-,寝床,66.667%,2,3,1,śáyana-,,
2494,saampaha-,saampáha-,スヴァヤンプラバー,100.000%,3,3,0,svayamprabhā-,,
2495,saamvara-,saamvára- / saamvará-,自選婚,50.000%,1,2,,svayaṃvara-,,
2496,saarāara-,saarā́ara-,生き物全て,100.000%,2,2,0,sacarācara-,,
2497,saala-,saála-,完全な,100.000%,2,2,0,sakala-,,
2498,saavatta-,saavátta-,100の葉を持つ（蓮、孔雀）,85.714%,6,7,1,śatápattra-,,
2499,saavāraa-,saavā́raa-,100回,100.000%,5,5,0,śatavāraka-,,
2500,saa-,sáa-,百,74.074%,20,27,7,śatá-,,
2501,sakkara-,sakkára-,破片,100.000%,5,5,0,śárkarā-,,
2502,sakka-,sákka-,可能である,71.429%,10,14,4,,,
2503,sakka-,sákka-,シャクラ（インドラ）,66.667%,4,6,2,śakrá-,,
2504,sakkia-,sakkía-,できた,100.000%,9,9,0,,,
2505,sagga-,ságga-,天国,80.000%,4,5,1,svargá-,,
2506,saṅkāsa-,saṅkā́sa-,見た目,100.000%,4,4,0,sáṃkāśa-,,
2507,saṅkā-,sáṅkā-,疑い、恐れ,81.818%,9,11,2,śaṅkā́-,,
2508,saṅkia-,saṅkía-,疑われた,100.000%,2,2,0,śaṅkita-,,
2509,saṅkula-,saṅkúla-,密集した,71.429%,5,7,2,saṅkula-,,
2510,saṅkha-,sáṅkha-,法螺貝,57.143%,4,7,3,śaṅkhá-,,
2511,saṅkhā-,saṅkhā́-,計算,66.667%,4,6,0,saṃkhyā-,,
2512,saṅgaha-,saṅgáha-,まとめること,100.000%,2,2,0,saṃgraha-,,
2513,saṅga-,sáṅga-,戦争,83.333%,5,6,1,saṃgá-,,
2514,saṅgāma-,saṅgā́ma-,軍隊,100.000%,2,2,0,saṃgrāmá-,,
2515,saṅgha-,sáṅgha-,集団,100.000%,2,2,0,saṃgha-,,
2516,saṅghāa-,saṅghā́a-,大量,100.000%,8,8,0,saṃghātá-,,
2517,saṅghāraṇa-,saṅghā́raṇa- / saṅghāráṇa-,まとめること,50.000%,1,2,,saṃharaṇa-,,
2518,sacca-,sácca-,真実,100.000%,3,3,0,satyá-,,
2519,sacchāa-,sacchā́a-,影を与える,100.000%,7,7,0,sacchāya-,,
2520,sajāṇa-,sajā́ṇa- / sajāṇá-,知識を持つ,50.000%,1,2,,,,
